method,epsilon,per_class,classifier,synthesis_seconds,train_seconds,original_pred_seconds,synthetic_pred_seconds,original_acc,synthetic_acc,generalization_gap,synthetic_images,synthetic_train_images,synthetic_eval_images
distill_dp,1.0,160,cnn,0.198628699999972,5.207250499999645,4.104106199999478,0.07615070000065316,0.2381,1.0,0.7619,1600,1280,320
distill_dp,1.0,160,resnet20,0.198628699999972,20.702010799999698,8.282347899999877,0.3686121999999159,0.1108,1.0,0.8892,1600,1280,320
diffusion_dp,0.1,160,cnn,1.377813099999912,4.328426900000522,3.3291143999995256,0.11122900000009395,0.415,0.371875,-0.04312499999999997,1600,1280,320
diffusion_dp,0.1,160,resnet20,1.377813099999912,29.970519100000274,9.26545679999981,0.27799940000022616,0.2758,0.3,0.0242,1600,1280,320
diffusion_dp,0.5,160,cnn,1.3698886000001949,3.9557474999992337,2.3590672999998787,0.08138209999924584,0.3916,0.39375,0.0021499999999999853,1600,1280,320
diffusion_dp,0.5,160,resnet20,1.3698886000001949,22.23731190000035,7.8666110000003755,0.25312599999961094,0.3681,0.35,-0.018100000000000005,1600,1280,320
diffusion_dp,1.0,160,cnn,1.3049499999997352,4.485254700000041,2.3209560000004785,0.0783793999999034,0.3976,0.3875,-0.010099999999999998,1600,1280,320
diffusion_dp,1.0,160,resnet20,1.3049499999997352,20.883556099999623,7.98847939999996,0.25757080000039423,0.3674,0.3125,-0.054900000000000004,1600,1280,320
dp,0.1,320,cnn,0.15600670000003447,8.141120699999192,2.2855804000000717,0.15230530000008002,0.3048,0.2984375,-0.006362499999999993,3200,2560,640
dp,0.1,320,resnet20,0.15600670000003447,55.44138850000036,14.040707499999371,0.6378715000000739,0.1815,0.2296875,0.048187499999999994,3200,2560,640
dp,0.5,320,cnn,0.15294819999962783,10.357792100000552,3.0692409000002954,0.22004850000030274,0.4268,0.4515625,0.024762499999999965,3200,2560,640
dp,0.5,320,resnet20,0.15294819999962783,60.66413199999988,10.754219900000862,0.7116181999999753,0.3719,0.45,0.0781,3200,2560,640
dp,1.0,320,cnn,0.3493252999996912,13.768796700000166,2.706401000000369,0.18624429999999847,0.4537,0.4171875,-0.0365125,3200,2560,640
dp,1.0,320,resnet20,0.3493252999996912,52.35153790000004,13.650641700000051,1.7155054000004384,0.4074,0.4265625,0.019162500000000027,3200,2560,640
gan_dp,0.1,320,cnn,13.701049999999668,10.265202300000055,3.2593666000002486,0.19558560000041325,0.0874,0.1,0.0126,3200,2560,640
gan_dp,0.1,320,resnet20,13.701049999999668,45.76098589999947,7.9356158000000505,0.49674400000003516,0.1186,0.11875,0.00014999999999999736,3200,2560,640
gan_dp,0.5,320,cnn,10.453332899999623,8.001873900000646,2.400062299999263,0.1583868000006987,0.106,0.1,-0.0059999999999999915,3200,2560,640
gan_dp,0.5,320,resnet20,10.453332899999623,42.18100929999946,8.49344419999943,0.5153846000002886,0.081,0.0875,0.006499999999999992,3200,2560,640
gan_dp,1.0,320,cnn,10.74851630000012,7.498625700000048,2.3074619999997594,0.14985880000040197,0.1029,0.10625,0.003349999999999992,3200,2560,640
gan_dp,1.0,320,resnet20,10.74851630000012,40.90528499999982,7.571192800000063,0.49004580000018905,0.1115,0.090625,-0.020875000000000005,3200,2560,640
distill_dp,0.1,320,cnn,0.2093511999992188,8.166689499999848,2.3767683999994915,0.1680554000004122,0.2522,1.0,0.7478,3200,2560,640
distill_dp,0.1,320,resnet20,0.2093511999992188,40.195796099999825,8.344733499999165,0.510324999999284,0.1384,1.0,0.8616,3200,2560,640
distill_dp,0.5,320,cnn,0.21775689999958558,8.095800799999779,2.292088899999726,0.149091899999803,0.2382,1.0,0.7618,3200,2560,640
distill_dp,0.5,320,resnet20,0.21775689999958558,43.920957700000145,8.490965599999981,0.5369012000001021,0.1514,1.0,0.8486,3200,2560,640
distill_dp,1.0,320,cnn,0.22347569999965344,8.745058600000448,2.5753076000000874,0.16108489999987796,0.2317,1.0,0.7683,3200,2560,640
